-136.6268337161, 34.7150313678, 0.0000000000
-136.6268337161, 34.7150313678, 0.0000000000
-131.1617603674, 46.6785149672, 0.0000000000
-131.1617603674, 46.6785149672, 0.0000000000
-125.6966870188, 56.4241799961, 0.0000000000
-125.6966870188, 56.4241799961, 0.0000000000
-120.2316136701, 64.7166569119, 0.0000000000
-120.2316136701, 64.7166569119, 0.0000000000
-114.7665403215, 71.9479610861, 0.0000000000
-114.7665403215, 71.9479610861, 0.0000000000
-109.3014669729, 78.3513284636, 0.0000000000
-109.3014669729, 78.3513284636, 0.0000000000
-103.8363936242, 84.0790002328, 0.0000000000
-103.8363936242, 84.0790002328, 0.0000000000
-98.3713202756, 89.2368614734, 0.0000000000
-98.3713202756, 89.2368614734, 0.0000000000
-92.9062469269, 93.9020302457, 0.0000000000
-92.9062469269, 93.9020302457, 0.0000000000
-87.4411735783, 98.1326611946, 0.0000000000
-87.4411735783, 98.1326611946, 0.0000000000
-87.4411735783, 98.1326611946, 0.0000000000
-87.4411735783, 98.1326611946, 0.0000000000
-81.9761002296, 101.9738053411, 0.0000000000
-81.9761002296, 101.9738053411, 0.0000000000
-76.5110268810, 105.4611086531, 0.0000000000
-76.5110268810, 105.4611086531, 0.0000000000
-71.0459535324, 108.6232505803, 0.0000000000
-71.0459535324, 108.6232505803, 0.0000000000
-65.5808801837, 111.4836101159, 0.0000000000
-65.5808801837, 111.4836101159, 0.0000000000
-60.1158068351, 114.0614381118, 0.0000000000
-60.1158068351, 114.0614381118, 0.0000000000
-54.6507334864, 116.3727026442, 0.0000000000
-54.6507334864, 116.3727026442, 0.0000000000
-49.1856601378, 118.4307111540, 0.0000000000
-49.1856601378, 118.4307111540, 0.0000000000
-43.7205867891, 120.2465760108, 0.0000000000
-43.7205867891, 120.2465760108, 0.0000000000
-38.2555134405, 121.8295675392, 0.0000000000
-38.2555134405, 121.8295675392, 0.0000000000
-32.7904400919, 123.1873843035, 0.0000000000
-32.7904400919, 123.1873843035, 0.0000000000
-27.3253667432, 124.3263612128, 0.0000000000
-27.3253667432, 124.3263612128, 0.0000000000
-21.8602933946, 125.2516298645, 0.0000000000
-21.8602933946, 125.2516298645, 0.0000000000
-16.3952200459, 125.9672413423, 0.0000000000
-16.3952200459, 125.9672413423, 0.0000000000
-10.9301466973, 126.4762587418, 0.0000000000
-10.9301466973, 126.4762587418, 0.0000000000
-5.4650733486, 126.7808245763, 0.0000000000
-5.4650733486, 126.7808245763, 0.0000000000
-5.4650733486, 126.7808245763, 0.0000000000
-5.4650733486, 126.7808245763, 0.0000000000
-0.0000000000, 126.8822066270, 0.0000000000
-0.0000000000, 126.8822066270, 0.0000000000
-0.0000000000, 126.8822066270, 0.0000000000
-0.0000000000, 126.8822066270, 0.0000000000
5.4652000000, 126.7808198756, 0.0000000000
5.4652000000, 126.7808198756, 0.0000000000
10.9304000000, 126.4762399002, 0.0000000000
10.9304000000, 126.4762399002, 0.0000000000
16.3956000000, 125.9671988012, 0.0000000000
16.3956000000, 125.9671988012, 0.0000000000
21.8608000000, 125.2515538646, 0.0000000000
21.8608000000, 125.2515538646, 0.0000000000
27.3260000000, 124.3262417040, 0.0000000000
27.3260000000, 124.3262417040, 0.0000000000
32.7912000000, 123.1872108464, 0.0000000000
32.7912000000, 123.1872108464, 0.0000000000
38.2564000000, 121.8293291919, 0.0000000000
38.2564000000, 121.8293291919, 0.0000000000
43.7216000000, 120.2462611978, 0.0000000000
43.7216000000, 120.2462611978, 0.0000000000
49.1868000000, 118.4303075098, 0.0000000000
49.1868000000, 118.4303075098, 0.0000000000
54.6520000000, 116.3721968233, 0.0000000000
54.6520000000, 116.3721968233, 0.0000000000
60.1172000000, 114.0608155530, 0.0000000000
60.1172000000, 114.0608155530, 0.0000000000
65.5824000000, 111.4828547448, 0.0000000000
65.5824000000, 111.4828547448, 0.0000000000
71.0476000000, 108.6223444248, 0.0000000000
71.0476000000, 108.6223444248, 0.0000000000
76.5128000000, 105.4600313370, 0.0000000000
76.5128000000, 105.4600313370, 0.0000000000
81.9780000000, 101.9725334018, 0.0000000000
81.9780000000, 101.9725334018, 0.0000000000
87.4432000000, 98.1311671383, 0.0000000000
87.4432000000, 98.1311671383, 0.0000000000
92.9084000000, 93.9002812034, 0.0000000000
92.9084000000, 93.9002812034, 0.0000000000
98.3736000000, 89.2348172206, 0.0000000000
98.3736000000, 89.2348172206, 0.0000000000
103.8388000000, 84.0766101551, 0.0000000000
103.8388000000, 84.0766101551, 0.0000000000
109.3040000000, 78.3485266729, 0.0000000000
109.3040000000, 78.3485266729, 0.0000000000
114.7692000000, 71.9446580687, 0.0000000000
114.7692000000, 71.9446580687, 0.0000000000
120.2344000000, 64.7127240783, 0.0000000000
120.2344000000, 64.7127240783, 0.0000000000
120.2344000000, 64.7127240783, 0.0000000000
120.2344000000, 64.7127240783, 0.0000000000
125.6996000000, 56.4194178953, 0.0000000000
125.6996000000, 56.4194178953, 0.0000000000
125.6996000000, 56.4194178953, 0.0000000000
125.6996000000, 56.4194178953, 0.0000000000
131.1648000000, 46.6725771072, 0.0000000000
131.1648000000, 46.6725771072, 0.0000000000
131.1648000000, 46.6725771072, 0.0000000000
131.1648000000, 46.6725771072, 0.0000000000
131.1648000000, 46.6725771072, 0.0000000000
131.1648000000, 46.6725771072, 0.0000000000
